DÍA		COMPRA 	DOLAR	VENTA 	DOLAR
19/08/2008	2.98	3.02	4.41	4.47
15/08/2008	2.99	3.03	4.38	4.44
14/08/2008	2.98	3.02	4.42	4.48
13/08/2008	2.99	3.03	4.46	4.52
12/08/2008	2.99	3.03	4.46	4.52
11/08/2008	2.93	3.03	4.45	4.51
08/08/2008	3.01	3.05	4.52	4.58
07/08/2008	3	3.04	4.6	4.66
06/08/2008	3	3.04	4.63	4.69
05/08/2008	3	3.04	4.63	4.69
04/08/2008	2.99	3.03	4.66	4.73
31/07/2008	3	3.04	4.68	4.74
30/07/2008	2.98	3.02	4.65	4.71
29/07/2008	2.98	3.02	4.64	4.7
28/07/2008	2.98	3.02	4.69	4.75
24/07/2008	2.97	3.01	4.65	4.71
22/07/2008	2.98	3.02	4.7	4.76
21/07/2008	2.98	3.02	4.73	4.8
17/07/2008	2.98	3.02	4.71	4.78
16/07/2008	2.98	3.02	4.73	4.79
14/07/2008	2.98	3.02	4.74	4.8
11/07/2008	2.98	3.02	4.73	4.8
10/07/2008	2.97	3.01	4.69	4.75
07/07/2008	2.97	3.01	4.68	4.74
04/07/2008	2.98	3.02	4.68	4.74
03/07/2008	2.98	3.02	4.68	4.75
02/07/2008	2.98	3.02	4.72	4.79
01/07/2008	2.98	3.02	4.71	4.77
30/06/2008	2.98	3.02	4.7	4.76
